Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
Self-Improvement Aftermath,0.0,https://www.goodreads.com/group/bookshelf/553858-self-improvement-aftermath,"Books & Literature, Nonfiction",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, personal-development, psychology, self-help, self-improvement"
Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,5,"bookclub, fiction"
WORD YA Oughta Book Club,0.0,,"Books & Literature, Young Adult",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Union City, NJ",3,"book-club, book-discussion-group, book-discussions, book-group, book-reviews, bookclub, face-to-face, graphic-novels, poetry, young-adult"
The Passion for Reading,29.0,https://www.goodreads.com/group/bookshelf/150552-the-passion-for-reading,"Books & Literature, Literature & Fiction","Sabrina Janesch, Alessandra Petrelli</span></a> <span class=""authorName greyText smallText role"">(Translator)","""La città d'oro""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Italy,82,"book, bookclub, books, editoria, fiction, friendship, ispiration, italian, italiani, leggere"
Books of a Feather,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Dalton, GA",12,"bookclub, booksamillion, dalton"
Crumpled Pages ,60.0,https://www.goodreads.com/group/bookshelf/554638-crumpled-pages,"Books & Literature, Literature & Fiction",Agatha Christie,"""Murder on the Orient Express (Hercule Poirot, #10)""",This is a public group. Anyone can join and invite others to join.,Canada,9,"bookclub, classics, historical-fiction, victorian-era"
Prideathon,30.0,https://www.goodreads.com/group/bookshelf/286401-prideathon,"Books & Literature, Young Adult",Ashley Herring Blake,"""Girl Made of Stars""",This is a private group. Members must be invited or approved by the group's moderator.,NA,116,"bookclub, intersectonality, lgbtqiap, readathon, young-adult"
Classics for Beginners,30.0,https://www.goodreads.com/group/bookshelf/41817-classics-for-beginners,"Books & Literature, Literature & Fiction","Ray Bradbury, Jules Verne, Anthony Bonner</span></a> <span class=""authorName greyText smallText role"">(Translator)","""Something Wicked This Way Comes"", ""Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,3430,"bookclub, classic-literature, classics, english-literature"
The Filipino Group,0.0,https://www.goodreads.com/group/bookshelf/480-the-filipino-group,"Friends & Common Interest, Languages",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Philippines,6249,"bookclub, filipino, filipinos, philippines"
The League,30.0,https://www.goodreads.com/group/bookshelf/144425-the-league,"Books & Literature, General",A.J.  Finn,"""The Woman in the Window""",This is a public group. Anyone can join and invite others to join.,NA,96,"book-chatter, bookclub, friendly, general, relaxed"
Girl Blossom ,0.0,https://www.goodreads.com/group/bookshelf/545362-girl-blossom,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Miami, FL",2,"bookclub, feminism, girl-blossom, girl-power, miami, miami-book-club"
Service Dog Handler Book Club,0.0,,"Just for Fun, Totally Pointless",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Des Moines, IA",4,"bookclub, chronic-illness, service-dogs, spoonies"
whoop whoop it's a book group,0.0,,"Just for Fun, Fan Clubs",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Australia,5,"bookclub, young-adult"
Sürçülisan Güncesi,0.0,,"Books & Literature, Literature & Fiction",,,This is a private group. Members must be invited or approved by the group's moderator.,Turkey,4,bookclub
Design Seminals,0.0,,"Books & Literature, Computers & Internet",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Germany,2,"bookclub, experience-design, interaction-design, user-experience, ux"
The Main Read Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Nigeria,9,"africa, african-american, all-kinds-of-books, biography, bookclub, fiction, genius, history, ladies-book-club, nigeria"
Schuhmacher Sirens,30.0,https://www.goodreads.com/group/bookshelf/547510-schuhmacher-sirens,"Student Groups, Dorms & Residences",Karen M. McManus,"""One of Us Is Lying""",This is a private group. Members must be invited or approved by the group's moderator.,NA,2,bookclub
Boundless Classics,0.0,https://www.goodreads.com/group/bookshelf/547159-boundless-classics,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,16,"bookclub, bookgroup, classics, literature, literature-and-fiction"
Riordan Readers ,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,24,"bookclub, fantasy, mythology-and-fiction-fantasy"
Book Gallery ,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, bookclub-any-type-of-book, fun-and-games, general"
coffeexobooks book club,0.0,,"Books & Literature, Literature & Fiction",,,This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,31,"bookclub, bookstagram"
Bokx Book Club,0.0,https://www.goodreads.com/group/bookshelf/550265-bokx-book-club,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Dominican Republic,18,"bookclub, bookclub-en-español, club-de-libros, conocer-géneros, diferentes-géneros"
Young(ish) Adult Book Club,28.0,https://www.goodreads.com/group/bookshelf/546365-young-ish-adult-book-club,"Books & Literature, Young Adult",Melissa de la Cruz,"""Witches of East End (The Beauchamp Family, #1)""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Ripley, WV",6,"book-club, bookclub, other-books, random, young-adult-books, young-adult-fiction"
Romance Book Club,29.0,https://www.goodreads.com/group/bookshelf/545906-romance-book-club,"Books & Literature, Romance",Crystal Kaswell,"""Hating You, Loving You""",This is a public group. Anyone can join and invite others to join.,NA,19,"book-club, bookclub, romance-book-club, romance-books, romance-readers"
Leituras com Twist,30.0,https://www.goodreads.com/group/bookshelf/388780-leituras-com-twist,"Books & Literature, Literature & Fiction","Donna Tartt, Pedro Serras Pereira</span></a> <span class=""authorName greyText smallText role"">(Translator)","""A História Secreta""",This is a public group. Anyone can join and invite others to join.,Portugal,54,"bookclub, clube-de-leitura"
Bookstagram,0.0,,"Friends & Common Interest, Hobbies & Crafts",,,This is a public group. Anyone can join and invite others to join.,Saudi Arabia,1384,"bookaccount, bookclub, bookish, bookstagram"
Happy Squid Book Club,30.0,https://www.goodreads.com/group/bookshelf/538383-happy-squid-book-club,"Just for Fun, Totally Pointless",Ernest Cline,"""Ready Player One (Ready Player One, #1)""",This is a public group. Anyone can join and invite others to join.,NA,2,bookclub
GetSocial,0.0,,"Organizations, Companies",,,This is a private group. Members must be invited or approved by the group's moderator.,Portugal,3,bookclub
Great Readers Society,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Clyde, NC",3,bookclub
Bookish Book Club,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,2,bookclub
"Writers, Readers, and Dreamers",0.0,https://www.goodreads.com/group/bookshelf/536974-writers-readers-and-dreamers,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, dreamers, readerswelcome, shareideas, writers"
THE LOVE FOOL Book Club,0.0,https://www.goodreads.com/group/bookshelf/541486-the-love-fool-book-club,"Goodreads Authors, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,2,bookclub
Reading Lolita in NL,31.0,https://www.goodreads.com/group/bookshelf/537961-reading-lolita-in-nl,"Books & Literature, Literature & Fiction",Henry David Thoreau,"""Walden""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","3065wb, Netherlands",3,"bookclub, classic-literature, existential-humanism, existentialism, feminism, food-for-thought, modern-literature, philosophy, politics, racism"
Beach Bum Book Club ,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,5,bookclub
Our Broke Life Book Club,30.0,https://www.goodreads.com/group/bookshelf/542084-our-broke-life-book-club,"Books & Literature, Young Adult",Maggie Stiefvater,"""The Dream Thieves (The Raven Cycle, #2)""",This is a public group. Anyone can join and invite others to join.,Canada,5,"bookclub, fantasy, fiction, young-adult-books, youtube-book-club, youtubers"
BiblioteLa,0.0,https://www.goodreads.com/group/bookshelf/536937-bibliotela,"Books & Literature, Romance",,,This is a public group. Anyone can join and invite others to join.,"47922, Italy",3,"book, book-club, book-discussion-group, bookclub, books, discussion, discussion-group"
Rated YA-MA,0.0,https://www.goodreads.com/group/bookshelf/51118-rated-ya-ma,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,3610,"bookclub, discussion, discussions, fantasy, fiction, group-reads, historical-fiction, paranormal-romance, realistic-fiction, sci-fi"
Women In Foreign Policy,30.0,https://www.goodreads.com/group/bookshelf/539274-women-in-foreign-policy,"Organizations, Advocacy Organizations",Melissa Fleming,"""A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",The United Kingdom,88,"bookclub, foreign-policy, women"
Suspenseful Clues and Thrilling Reviews ,0.0,https://www.goodreads.com/group/bookshelf/245555-suspenseful-clues-and-thrilling-reviews,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Canada,1646,bookclub
The R.E.A.D. Book Club,30.0,https://www.goodreads.com/group/bookshelf/179203-the-r-e-a-d-book-club,"Student Groups, General",Jaz Primo,"""Sunrise at Sunset: Revamped (Sunset Vampire #1)""","This is a restricted group. Members can join if they have an email address at one of these domains: @mycampus.apus.edu, @apus.edu.
          This group meets in real life.",NA,98,bookclub
Seattle Book Club,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,3,"bookclub, seattle"
The Salt Repository,0.0,,"Books & Literature, Young Adult",,,This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,19,"bookclub, bookclub-young-adult-books"
Library Love Readathon,0.0,,"Organizations, Libraries",,,This is a private group. Members must be invited or approved by the group's moderator.,"Frankfort, KY",4,"bookclub, library, readathon"
Science Fiction Soap Opera Lovers,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, books, nerds, sci-fi, science-fiction, soap-opera"
Books and Beyond,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,India,6,"any-type-of-books, bookclub"
Literature & Libraries,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,20,"bookclub, discord"
Marathi Pustak Mitra (मराठी पुस्तक-मित्र),0.0,https://www.goodreads.com/group/bookshelf/86477-marathi-pustak-mitra--,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,India,459,"bookclub, marathi, marathi-books"
You Are Stardust Book Club,0.0,,"Books & Literature, Science",,,This is a private group. Members must be invited or approved by the group's moderator.,Canada,4,"bookclub, science"
★ Reading Cove Book Club Games! ★,0.0,,"Just for Fun, Inside Jokes",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,13,"bookclub, games, games-and-fun"
IREad,0.0,,"Organizations, Companies",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,57,"achaea, aetolia, bookclub, imperian, ire, lusternia, starmourn"
Chaos Reading,0.0,https://www.goodreads.com/group/bookshelf/69520-chaos-reading,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Australia,2615,"bizarro, bookclub, classic-literature, eclectic, fantasy, fiction-and-nonfiction, horror, literary-fiction, post-apocalyptic, post-modern"
Fiction BookTube!,0.0,,"Entertainment & Arts, Online Media",,,This is a public group. Anyone can join and invite others to join.,NA,56,"bookclub, booktube, booktube-book-club, booktube-bookclub, booktube-group, booktuber, booktubers, contemporary, fantasy, fiction"
Latvija,0.0,https://www.goodreads.com/group/bookshelf/45352-latvija,"Geography, Countries",,,This is a public group. Anyone can join and invite others to join.,Latvia,1003,"baltic, baltija, bookclub, books, latvia, latvians, latvieši, latvija, lv"
The Sapphic Squad,14.5,https://www.goodreads.com/group/bookshelf/532033-the-sapphic-squad,"Books & Literature, Gay & Lesbian","Mira Grant, Ashley Herring Blake","""Into the Drowning Deep (Rolling in the Deep, #1)"", ""Girl Made of Stars""",This is a public group. Anyone can join and invite others to join.,NA,368,"book-discussion-group, bookclub, bookclub-young-adult-books, lgbt, lgbt-books, lgbt-fiction, lgbt-literature, lgbtq, lgbtq-books, lgbtqia"
bizim büyük challenge'ımız - 2018,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Turkey,506,"bookclub, challenge, reading-challenge, turkish-literature"
One Bogklub to Rule Them All,30.0,https://www.goodreads.com/group/bookshelf/523079-one-bogklub-to-rule-them-all,"Just for Fun, Outlandish Statements",Virginia Woolf,"""To the Lighthouse""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Denmark,2,bookclub
Rusty Pages,0.0,,"Friends & Common Interest, Activities",,,This is a private group. Members must be invited or approved by the group's moderator.,India,12,"bangalore, bookclub, visa"
The Green Oak Boys Group,0.0,,"Friends & Common Interest, Activities",,,This is a public group. Anyone can join and invite others to join.,"Kinder, LA",2,"adults, adventure, bookclub, character-building, family, herbert, louisiana, love, music, pitre"
Le Ducks Book Club! ,0.0,,"Just for Fun, Inside Jokes",,,This is a private group. Members must be invited or approved by the group's moderator.,Italy,3,"bookclub, ducks, fun, young-adult"
Ask Duffy Brown,0.0,,"Books & Literature, Mystery & Thrillers",,,This is a public group. Anyone can join and invite others to join.,NA,12,"bookclub, cozy-mystery, humor, mystery, pets, rescue-pets, savannah"
Starfleet Bookclub,0.0,,"Friends & Common Interest, Friends",,,This is a private group. Members must be invited or approved by the group's moderator.,Canada,15,"bookclub, erotica, fuckarus, romance"
My Fanfictions,0.0,,"Just for Fun, Totally Pointless",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fanfics"
luna's bookclub,14.0,https://www.goodreads.com/group/bookshelf/522499-luna-s-bookclub,"Books & Literature, Young Adult","Ransom Riggs, Andrew   Davidson</span></a> <span class=""authorName greyText smallText role"">(Illustrator)","""Tales of the Peculiar (Miss Peregrine’s Peculiar Children, #0.5)""",This is a public group. Anyone can join and invite others to join.,Canada,8,"bookclub, literature, teen, young-adult, young-adult-books, young-adult-teen"
Geo-Diversity Book Club,0.0,https://www.goodreads.com/group/bookshelf/528615-geo-diversity-book-club,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,10,"bookclub, diversity, geo-diversity"
Book Clubus Maximus,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.
          This group meets in real life.","Knoxville, TN",5,"bookclub, knoxville, tennessee"
Stamford Drinking Club with a Book Problem,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,7,"book-discussion-group, bookclub, wine-book-club"
Buddy Reading,0.0,,"Just for Fun, Totally Pointless",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,3,"bookclub, buddies"
Messy shelf of an introvert.,8.0,https://www.goodreads.com/group/bookshelf/218082-messy-shelf-of-an-introvert,"Friends & Common Interest, Friends",Laura  Silverman,"""Girl Out of Water""",This is a public group. Anyone can join and invite others to join.,India,39,"bookclub, contemporary-poetry, fantasy, fiction, historical-fiction, mystery-and-thriller, young-adult"
PROTAGONISTE,64.0,https://www.goodreads.com/group/bookshelf/523242-protagoniste,"Books & Literature, General",Tiziana Ferrario,"""Orgoglio e pregiudizi""",This is a public group. Anyone can join and invite others to join.,Italy,19,"bookclub, donnecheleggono, feminism, gruppodilettura"
The Side Quest Book Club,34.0,https://www.goodreads.com/group/bookshelf/217423-the-side-quest-book-club,"Books & Literature, Science Fiction & Fantasy",Seanan McGuire,"""Every Heart a Doorway (Wayward Children, #1)""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Lakewood, OH",46,bookclub
Christian Theological/Philosophical Book Club,129.75,https://www.goodreads.com/group/bookshelf/68984-christian-theological-philosophical-book-club,"Books & Literature, Religion & Spirituality","Robert W. Dallmann, A.W. Tozer, Leonard Ravenhill, Robert W. Dallmann","""Melchisedec: A Character Study"", ""The Knowledge of the Holy"", ""Why Revival Tarries: A Classic on Revival"", ""The Armor of God: Put it on, and Practice!""",This is a public group. Anyone can join and invite others to join.,NA,1286,"apologetics, bookclub, christian, philosophy, religion, theology"
HMSA Summer Reading,0.0,https://www.goodreads.com/group/bookshelf/186424-hmsa-summer-reading,"Student Groups, Study Groups",,,"This is a restricted group. Members can join if they have an email address at one of these domains: @hawthorne.k12.ca.us, @hsdstudent.org.",NA,732,bookclub
Library Lovers,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,11,"all-ages, bookclub, books, favorites, instagram, library, reading, shelves, spoiler-free, tbr"
KamO'Mal Tea Book Club,0.0,,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Redding, CA",2,"bookclub, fantasy, fun, historical-fiction, horror, science-fiction"
CDE Product Management,0.0,https://www.goodreads.com/group/bookshelf/520315-cde-product-management,"Business, Internet & Technology",,,This is a restricted group. Members can join if they have an email address at one of these domains: @cognizant.com.,NA,5,bookclub
Book Dragons Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fanboys, fangirls, fantacy, fiction, geeks, literature, nerds"
Read like a kitkat,24.0,https://www.goodreads.com/group/bookshelf/314743-read-like-a-kitkat,"Books & Literature, Young Adult",Ernest Cline,"""Ready Player One (Ready Player One, #1)""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,36,"bookclub, fantasy, romance, youngadult"
Gender Analysis Book Club,0.0,https://www.goodreads.com/group/bookshelf/521956-gender-analysis-book-club,"Organizations, Advocacy Organizations",,,This is a public group. Anyone can join and invite others to join.,NA,8,"bookclub, queer, queer-authors, queer-literature, queer-theory, transgender"
Always Late To The Party,30.0,https://www.goodreads.com/group/bookshelf/384944-always-late-to-the-party,"Books & Literature, Young Adult","Maggie Stiefvater, Erin Morgenstern","""The Raven Boys (The Raven Cycle, #1)"", ""The Night Circus""",This is a public group. Anyone can join and invite others to join.,NA,39,"bookclub, fantasy, late-to-the-party, romance, sci-fi, science-fiction, young-adult"
YA Book and Tea Club,30.0,https://www.goodreads.com/group/bookshelf/460311-ya-book-and-tea-club,"Books & Literature, Young Adult","Jay Kristoff, P.C. Cast","""Nevernight (The Nevernight Chronicle, #1)"", ""Moon Chosen (Tales of a New World #1)""",This is a public group. Anyone can join and invite others to join.,Canada,8,"bookclub, bookclub-young-adult-books, fantasy, realistic-fiction, romance, sci-fi, science-fiction"
Cup of Readers - YA Reading Club,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,121,"book-club, bookclub, ya, young-adult"
AMY BOOK CLUB,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",China,5,"bookclub, fiction, self-development"
Pink Book Club,29.0,https://www.goodreads.com/group/bookshelf/514517-pink-book-club,"Books & Literature, Literature & Fiction",Madeleine L'Engle,"""Una arruga en el tiempo""",This is a public group. Anyone can join and invite others to join.,Spain,42,"bookclub, booktube, pink, youtube"
Star Trek Reading Group,30.0,https://www.goodreads.com/group/bookshelf/522397-star-trek-reading-group,"Books & Literature, Science Fiction & Fantasy","Judith Reeves-Stevens, Garfield Reeves-Stevens, J.M. Dillard, David Stern</span></a> <span class=""authorName greyText smallText role"">(Editor)","""Federation"", ""The Lost Years (Star Trek: The Lost Years, #1)""",This is a public group. Anyone can join and invite others to join.,Australia,10,"book-club, bookclub, reading-group, sci-fi, science-fiction, star-trek"
Dymocks Joondalup YA Book Club,28.0,https://www.goodreads.com/group/bookshelf/520509-dymocks-joondalup-ya-book-club,"Books & Literature, Young Adult",Melissa Albert,"""The Hazel Wood (The Hazel Wood, #1)""",This is a public group. Anyone can join and invite others to join.,Australia,33,"bookclub, ya, young-adult"
James's Buddy Reading Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,173,"bookclub, crime, fantasy, horror, science-fiction, thriller, ya"
Malazan Book Club,0.0,,"Just for Fun, Totally Pointless",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,16,"bookclub, fantasy, high-fantasy, malazan, steven-erikson"
The Pagemaster's Guild,62.0,https://www.goodreads.com/group/bookshelf/519765-the-pagemaster-s-guild,"Organizations, Clubs & Societies","Stephen King, Bernie Wrightson</span></a> <span class=""authorName greyText smallText role"">(Illustrator)","""The Stand""",This is a private group. Members must be invited or approved by the group's moderator.,NA,5,bookclub
لقاء القراء العرب,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,Lebanon,124,"bookclub, books, pdf, قراءة"
Fantasy and Vampire Book Club,60.0,https://www.goodreads.com/group/bookshelf/31893-fantasy-and-vampire-book-club,"Books & Literature, Science Fiction & Fantasy",Kerri Maniscalco,"""Stalking Jack the Ripper (Stalking Jack the Ripper, #1)""",This is a public group. Anyone can join and invite others to join.,Australia,2699,"book-of-the-month, bookclub, challenge, erotica, fantasy, paranormal, paranormal-romance, science-fiction, series-readers, shifters"
Brilliant Books You've Never Heard Of,30.0,https://www.goodreads.com/group/bookshelf/221058-brilliant-books-you-ve-never-heard-of,"Books & Literature, General","Mariam Petrosyan, Yuri Machkasov</span></a> <span class=""greyText"">(Goodreads Author)</span> <span class=""authorName greyText smallText role"">(Translator)","""The Gray House""",This is a public group. Anyone can join and invite others to join.,NA,1917,"bookclub, lesser-known-authors, lesser-known-books"
Book Club Babes,30.0,https://www.goodreads.com/group/bookshelf/195647-book-club-babes,"Books & Literature, General",Donna Tartt,"""The Secret History""",This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,11,"bookclub, monthly-bookclub"
Coffee & Books,31.0,https://www.goodreads.com/group/bookshelf/48481-coffee-books,"Books & Literature, Literature & Fiction","Margaret Atwood, Carlos Ruiz Zafón, Lucia Graves</span></a> <span class=""authorName greyText smallText role"">(Translator)","""Oryx and Crake (MaddAddam, #1)"", ""The Shadow of the Wind (The Cemetery of Forgotten Books, #1)""",This is a public group. Anyone can join and invite others to join.,NA,2841,"bookclub, challenges, fiction, group, reading"
Diet Fanta,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fantasy, historical-fiction, recommendations, romance"
Books n Beyond,0.0,,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",India,9,"bookclub, books, booksnbeyond, booksnbeyondbox, fantasy"
Words Afterwards,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,Canada,4,"bookclub, comedy, fantasy, girls, podcast, science-fiction, women"
MZD's The Familiar,0.0,https://www.goodreads.com/group/bookshelf/175825-mzd-s-the-familiar,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,79,"bookclub, house-of-leaves, mark-z-danielewski, only-revolutions, the-50-year-sword, the-familiar"
Books and Brews,27.0,https://www.goodreads.com/group/bookshelf/509497-books-and-brews,"Books & Literature, Literature & Fiction",Rebecca Skloot,"""The Immortal Life of Henrietta Lacks""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Ireland,5,"allofthebooks, bookclub, fantasy, fiction, horror, science-fiction"
A Bond Through Books,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,3,"bookclub, middle-grade, parents-and-children, young-adult"
Writing To Film,0.0,,"Friends & Common Interest, Friends",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Germantown, MD",2,"bookclub, cool-people, movies"
The Blank Index,30.0,https://www.goodreads.com/group/bookshelf/512217-the-blank-index,"Books & Literature, General",Mark Manson,"""The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life""",This is a public group. Anyone can join and invite others to join.,NA,9,"bookclub, culture, growth, health-and-wellness, learning, networking, thought-provoking"
Slytherin House Bookclub,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Ireland,3,"bookclub, hogwarts, slytherin, slytherin-house"
SOUE Readalong! ,0.0,,"Books & Literature, Children's Books",,,This is a public group. Anyone can join and invite others to join.,NA,7,"bookclub, booktube, childrens-books, lemony-snicket, middle-grade, reread, series-of-unfortunate-events, seriesofunfortunateevents, soue, young-adult"
Leisure Reading Club,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,7,"bookclub, fiction-and-nonfiction"
Coles Intercity Book Club,56.5,https://www.goodreads.com/group/bookshelf/510939-coles-intercity-book-club,"Books & Literature, General","Leni Zumas, Janet Beard","""Red Clocks"", ""The Atomic City Girls""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Canada,10,"bookclub, coles, intercity, thunder-bay"
Toronto Girly Book Club,0.0,,"Organizations, Clubs & Societies",,,This is a public group. Anyone can join and invite others to join.,Canada,37,"book-reviews, bookclub, women-s-bookclub"
Young Adult Readers,30.0,https://www.goodreads.com/group/bookshelf/509835-young-adult-readers,"Books & Literature, Young Adult",Sarah J. Maas,"""A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,14,"book-of-the-month, bookclub, books, teen, ya, young-adult"
NIACC Alumni & Friends Book Club,0.0,,"Organizations, Academic Organizations",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.","Mason City, IA",22,"alumni, bookclub"
B&Q Reader's Haven Reads Harry Potter ,29.0,https://www.goodreads.com/group/bookshelf/220612-b-q-reader-s-haven-reads-harry-potter,"Books & Literature, General",J.K. Rowling,"""Harry Potter and the Goblet of Fire (Harry Potter, #4)""",This is a public group. Anyone can join and invite others to join.,NA,9,"bookclub, harry-potter, hogwarts"
Books & Coffee,27.0,https://www.goodreads.com/group/bookshelf/514148-books-coffee,"Organizations, Libraries",Chloe  Benjamin,"""The Immortalists""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Milwaukee, WI",16,"bookclub, coffee"
Vintage Tales,0.0,https://www.goodreads.com/group/bookshelf/118535-vintage-tales,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,186,"austen, book-group, bookclub, brontes, classic-literature, classics, dickens, literature, novels, old-books"
Goodreads SHINE LITTLE LIGHT club!,0.0,https://www.goodreads.com/group/bookshelf/509862-goodreads-shine-little-light-club,"Friends & Common Interest, Religion & Spirituality",,,This is a public group. Anyone can join and invite others to join.,NA,53,"angels, bookclub, demons, end-time-prophesy, faith, god, heaven, hell, jesus, miracles"
Thrifted Book a Month Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,3,"bookclub, fantasy, horror, nonfiction, romance, science-fiction, sports, young-adult"
SigFig Book Club,0.0,,"Organizations, Companies",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,5,bookclub
honeybee reads Book Club,0.0,,"Just for Fun, Fan Clubs",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, readathons"
Booked Weekend - Book Club,0.0,,"Just for Fun, Inside Jokes",,,This is a private group. Members must be invited or approved by the group's moderator.,"Olympia, WA",3,"action-adventure, bookclub, chicklit, cookbooks, fantasy, fiction, historical, mystery, nonfiction, romance"
